game_id,game_date,age,opponent,outcome,started,field_goals,field_goal_attempts,field_goal_pct,three_points,three_point_attempts,three_point_pct,free_throw,free_throw_attempts,free_throw_pct,offense_rebound,defense_rebound,total_rebound,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,away_game
26,2016-12-13 00:00:00.000000,28-274,NOP,W (+4),1,11,23,0.478,5,9,0.556,3,4,0.75,2,2,4,7,1,0,2,2,30,23.0,4,1
27,2016-12-15 00:00:00.000000,28-276,NYK,W (+13),1,3,14,0.214,2,8,0.25,0,0,,1,9,10,8,1,0,3,0,8,6.4,20,0
28,2016-12-17 00:00:00.000000,28-278,POR,W (+45),1,6,11,0.545,5,8,0.625,2,2,1.0,0,3,3,6,0,0,3,3,19,14.6,21,0
29,2016-12-20 00:00:00.000000,28-281,UTA,W (+30),1,8,18,0.444,4,9,0.444,5,5,1.0,0,3,3,4,3,0,0,0,25,22.3,27,0
30,2016-12-22 00:00:00.000000,28-283,BRK,W (+16),1,6,19,0.316,3,13,0.231,0,0,,0,2,2,7,5,0,2,5,15,10.6,25,1
31,2016-12-23 00:00:00.000000,28-284,DET,W (+6),1,7,16,0.438,5,10,0.5,6,6,1.0,0,3,3,8,2,0,5,1,25,19.7,6,1
32,2016-12-25 00:00:00.000000,28-286,CLE,L (-1),1,4,11,0.364,2,7,0.286,5,6,0.833,0,3,3,3,3,0,3,4,15,9.9,-1,1
33,2016-12-28 00:00:00.000000,28-289,TOR,W (+10),1,9,18,0.5,3,6,0.5,7,7,1.0,1,6,7,7,0,0,2,3,28,23.2,27,0
34,2016-12-30 00:00:00.000000,28-291,DAL,W (+9),1,5,12,0.417,3,6,0.5,1,1,1.0,0,4,4,5,1,0,1,2,14,11.5,14,0
35,2017-01-02 00:00:00.000000,28-294,DEN,W (+8),1,8,18,0.444,3,9,0.333,3,3,1.0,0,3,3,5,0,0,3,2,22,13.2,7,0
36,2017-01-04 00:00:00.000000,28-296,POR,W (+8),1,12,25,0.48,5,13,0.385,6,8,0.75,1,6,7,5,1,0,5,1,35,23.1,6,0
37,2017-01-06 00:00:00.000000,28-298,MEM,L (-9),1,15,27,0.556,5,13,0.385,5,5,1.0,0,3,3,6,1,1,4,2,40,29.1,-10,0
38,2017-01-08 00:00:00.000000,28-300,SAC,W (+11),1,11,22,0.5,5,11,0.455,3,3,1.0,2,2,4,6,2,0,4,3,30,22.0,14,1
39,2017-01-10 00:00:00.000000,28-302,MIA,W (+12),1,8,21,0.381,4,11,0.364,4,5,0.8,1,7,8,9,1,1,3,0,24,19.9,18,0
40,2017-01-12 00:00:00.000000,28-304,DET,W (+20),1,9,17,0.529,3,9,0.333,3,3,1.0,0,2,2,7,5,0,8,0,24,18.2,32,0
41,2017-01-16 00:00:00.000000,28-308,CLE,W (+35),1,7,20,0.35,5,12,0.417,1,2,0.5,0,2,2,11,4,0,3,2,20,16.9,23,0
42,2017-01-18 00:00:00.000000,28-310,OKC,W (+21),1,9,19,0.474,2,6,0.333,4,4,1.0,0,4,4,8,3,0,3,0,24,21.1,19,0
43,2017-01-20 00:00:00.000000,28-312,HOU,W (+17),1,8,18,0.444,5,11,0.455,3,5,0.6,0,1,1,7,1,0,1,1,24,18.6,15,1
44,2017-01-22 00:00:00.000000,28-314,ORL,W (+20),1,8,15,0.533,7,13,0.538,4,4,1.0,1,3,4,6,0,0,3,2,27,21.7,32,1
45,2017-01-23 00:00:00.000000,28-315,MIA,L (-3),1,7,19,0.368,3,9,0.333,4,5,0.8,0,9,9,8,0,1,4,2,21,14.3,1,1
46,2017-01-25 00:00:00.000000,28-317,CHO,W (+10),1,11,23,0.478,6,12,0.5,0,0,,0,2,2,7,1,1,4,2,28,18.7,0,1
47,2017-01-28 00:00:00.000000,28-320,LAC,W (+46),1,15,23,0.652,9,15,0.6,4,4,1.0,0,9,9,6,0,0,2,1,43,37.4,42,0
48,2017-02-01 00:00:00.000000,28-324,CHO,W (+15),1,14,20,0.7,11,15,0.733,0,0,,1,4,5,8,3,0,1,2,39,39.3,25,0
49,2017-02-02 00:00:00.000000,28-325,LAC,W (+13),1,11,23,0.478,3,10,0.3,4,4,1.0,1,2,3,11,3,0,4,1,29,24.9,13,1
50,2017-02-04 00:00:00.000000,28-327,SAC,L (-3),1,11,20,0.55,8,14,0.571,5,6,0.833,0,4,4,9,3,0,3,2,35,31.7,4,1
51,2017-02-08 00:00:00.000000,28-331,CHI,W (+31),1,5,11,0.455,1,4,0.25,2,2,1.0,0,1,1,6,1,0,2,4,13,9.2,20,0
52,2017-02-10 00:00:00.000000,28-333,MEM,W (+15),1,6,13,0.462,2,6,0.333,4,5,0.8,0,4,4,5,0,0,3,3,18,11.4,15,1
53,2017-02-11 00:00:00.000000,28-334,OKC,W (+16),1,9,19,0.474,4,11,0.364,4,4,1.0,3,5,8,9,2,0,0,2,26,27.4,16,1
54,2017-02-13 00:00:00.000000,28-336,DEN,L (-22),1,4,18,0.222,1,11,0.091,2,2,1.0,1,1,2,5,1,0,1,1,11,4.1,-24,1
55,2017-02-15 00:00:00.000000,28-338,SAC,W (+23),1,4,14,0.286,2,8,0.25,3,4,0.75,0,6,6,9,0,2,3,2,13,10.1,23,0
56,2017-02-23 00:00:00.000000,28-346,LAC,W (+10),1,10,16,0.625,6,10,0.6,9,10,0.9,1,6,7,5,4,0,4,5,35,31.4,26,0
57,2017-02-25 00:00:00.000000,28-348,BRK,W (+17),1,9,21,0.429,5,10,0.5,4,4,1.0,1,4,5,5,3,0,4,2,27,19.5,17,0
58,2017-02-27 00:00:00.000000,28-350,PHI,W (+11),1,7,23,0.304,0,11,0.0,5,5,1.0,2,2,4,6,2,0,4,2,19,9.1,8,1
59,2017-02-28 00:00:00.000000,28-351,WAS,L (-4),1,9,20,0.45,2,9,0.222,5,6,0.833,4,3,7,4,2,0,5,3,25,16.5,-5,1
60,2017-03-02 00:00:00.000000,28-353,CHI,L (-7),1,10,27,0.37,2,11,0.182,1,1,1.0,1,5,6,5,5,0,4,4,23,13.2,-4,1
61,2017-03-05 00:00:00.000000,28-356,NYK,W (+7),1,11,24,0.458,5,13,0.385,4,6,0.667,2,6,8,6,2,0,2,2,31,24.4,22,1
62,2017-03-06 00:00:00.000000,28-357,ATL,W (+8),1,8,20,0.4,6,15,0.4,2,3,0.667,1,3,4,9,0,0,2,4,24,17.1,5,1
63,2017-03-08 00:00:00.000000,28-359,BOS,L (-13),1,8,16,0.5,2,9,0.222,5,5,1.0,3,2,5,6,0,1,4,4,23,17.0,-3,0
64,2017-03-10 00:00:00.000000,28-361,MIN,L (-1),1,10,27,0.37,1,8,0.125,5,5,1.0,3,3,6,7,1,0,6,4,26,12.4,-5,1
65,2017-03-14 00:00:00.000000,29-000,PHI,W (+2),1,8,23,0.348,5,13,0.385,8,8,1.0,2,4,6,5,3,0,5,3,29,19.0,3,0
66,2017-03-16 00:00:00.000000,29-002,ORL,W (+30),1,8,15,0.533,2,7,0.286,7,7,1.0,0,1,1,9,3,0,2,1,25,24.9,24,0
67,2017-03-18 00:00:00.000000,29-004,MIL,W (+25),1,9,13,0.692,6,8,0.75,4,4,1.0,0,4,4,4,1,1,3,3,28,24.0,18,0
68,2017-03-20 00:00:00.000000,29-006,OKC,W (+16),1,8,17,0.471,7,12,0.583,0,0,,0,4,4,6,0,0,5,3,23,13.5,16,1
69,2017-03-21 00:00:00.000000,29-007,DAL,W (+25),1,7,14,0.5,3,9,0.333,0,0,,1,4,5,9,2,0,0,1,17,19.8,14,1
70,2017-03-24 00:00:00.000000,29-010,SAC,W (+14),1,9,18,0.5,5,11,0.455,4,4,1.0,1,6,7,12,6,0,3,0,27,31.9,28,0
71,2017-03-26 00:00:00.000000,29-012,MEM,W (+12),1,8,18,0.444,5,12,0.417,0,0,,0,1,1,11,4,0,5,1,21,18.2,8,0
72,2017-03-28 00:00:00.000000,29-014,HOU,W (+7),1,11,22,0.5,3,11,0.273,7,10,0.7,2,8,10,7,2,0,6,5,32,22.5,9,1
73,2017-03-29 00:00:00.000000,29-015,SAS,W (+12),1,9,20,0.45,4,8,0.5,7,7,1.0,1,3,4,11,1,0,2,5,29,24.9,6,1
74,2017-03-31 00:00:00.000000,29-017,HOU,W (+9),1,8,18,0.444,4,9,0.444,4,5,0.8,3,4,7,5,2,0,2,4,24,19.4,14,0
75,2017-04-02 00:00:00.000000,29-019,WAS,W (+24),1,15,22,0.682,9,14,0.643,3,3,1.0,0,1,1,8,1,0,1,3,42,37.3,26,0
76,2017-04-04 00:00:00.000000,29-021,MIN,W (+14),1,7,18,0.389,3,8,0.375,2,4,0.5,0,3,3,9,3,2,3,2,19,16.2,13,0
77,2017-04-05 00:00:00.000000,29-022,PHO,W (+9),1,15,25,0.6,8,12,0.667,4,7,0.571,0,4,4,11,2,2,3,0,42,38.6,25,1
78,2017-04-10 00:00:00.000000,29-027,UTA,L (-6),1,9,16,0.563,6,8,0.75,4,5,0.8,1,3,4,4,1,0,1,1,28,24.0,9,0
79,2017-04-12 00:00:00.000000,29-029,LAL,W (+15),1,6,17,0.353,5,14,0.357,3,4,0.75,0,5,5,8,2,0,6,1,20,12.8,27,0
