game_id,game_date,age,opponent,outcome,started,field_goals,field_goal_attempts,field_goal_pct,three_points,three_point_attempts,three_point_pct,free_throw,free_throw_attempts,free_throw_pct,offense_rebound,defense_rebound,total_rebound,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,away_game
59,2010-03-02 00:00:00.000000,21-353,MIA,L (-4),1,7,17,0.412,3,8,0.375,1,1,1.0,0,2,2,8,2,0,3,5,18,12.1,1,1
60,2010-03-03 00:00:00.000000,21-354,ORL,L (-27),1,3,12,0.25,1,2,0.5,2,2,1.0,0,3,3,7,2,0,5,2,9,3.8,-25,1
61,2010-03-05 00:00:00.000000,21-356,ATL,L (-5),1,11,19,0.579,5,9,0.556,4,4,1.0,1,4,5,11,2,0,7,1,31,26.3,-5,1
62,2010-03-06 00:00:00.000000,21-357,CHA,L (-11),1,8,23,0.348,4,8,0.5,5,6,0.833,2,3,5,4,0,0,3,1,25,13.4,-11,1
63,2010-03-08 00:00:00.000000,21-359,NOH,L (-4),1,5,13,0.385,2,4,0.5,0,0,,0,3,3,6,1,0,4,2,12,6.2,-14,1
64,2010-03-11 00:00:00.000000,21-362,POR,L (-5),1,6,15,0.4,2,7,0.286,1,1,1.0,2,3,5,3,2,0,4,5,15,7.3,-10,0
65,2010-03-13 00:00:00.000000,21-364,TOR,W (+12),1,13,21,0.619,5,8,0.625,4,4,1.0,2,4,6,10,4,1,2,1,35,37.4,6,0
66,2010-03-15 00:00:00.000000,22-001,LAL,L (-3),1,11,19,0.579,5,9,0.556,2,2,1.0,0,5,5,9,1,0,0,4,29,27.3,-9,0
67,2010-03-20 00:00:00.000000,22-006,MEM,L (-16),1,4,10,0.4,1,3,0.333,0,0,,0,4,4,6,0,1,2,2,9,6.9,-4,1
68,2010-03-22 00:00:00.000000,22-008,PHO,L (-2),1,6,15,0.4,2,5,0.4,0,0,,1,3,4,8,4,0,1,4,14,14.5,-8,0
69,2010-03-24 00:00:00.000000,22-010,MEM,W (+18),1,12,19,0.632,4,6,0.667,2,2,1.0,1,4,5,11,4,0,7,3,30,26.9,27,0
70,2010-03-27 00:00:00.000000,22-013,DAL,L (-21),1,6,16,0.375,3,5,0.6,2,2,1.0,0,7,7,6,2,0,7,1,17,9.1,-5,0
71,2010-03-28 00:00:00.000000,22-014,LAC,W (+18),1,8,15,0.533,2,2,1.0,0,0,,1,3,4,7,1,0,3,5,18,13.2,17,1
72,2010-03-31 00:00:00.000000,22-017,UTA,L (-24),1,6,16,0.375,1,4,0.25,2,3,0.667,1,1,2,6,0,0,4,5,15,5.0,-14,1
73,2010-04-02 00:00:00.000000,22-019,NYK,W (+11),1,7,21,0.333,1,5,0.2,0,0,,1,3,4,10,1,0,2,1,15,10.3,-4,0
74,2010-04-04 00:00:00.000000,22-021,TOR,W (+1),1,10,23,0.435,5,11,0.455,4,6,0.667,1,7,8,12,3,2,5,4,29,25.1,5,1
75,2010-04-06 00:00:00.000000,22-023,WAS,L (-18),1,10,21,0.476,3,6,0.5,4,4,1.0,0,1,1,4,2,0,2,2,27,18.6,-21,1
76,2010-04-07 00:00:00.000000,22-024,MIN,W (+9),1,12,22,0.545,3,5,0.6,0,0,,2,6,8,14,7,0,4,4,27,30.8,5,1
77,2010-04-10 00:00:00.000000,22-027,LAC,L (-3),1,10,19,0.526,5,10,0.5,4,4,1.0,0,9,9,4,3,0,3,5,29,23.2,0,1
78,2010-04-11 00:00:00.000000,22-028,OKC,W (+3),1,9,16,0.563,3,6,0.5,4,6,0.667,1,6,7,7,1,0,4,2,25,20.2,3,0
79,2010-04-13 00:00:00.000000,22-030,UTA,L (-9),1,5,15,0.333,1,4,0.25,6,6,1.0,1,4,5,6,2,0,2,4,17,13.0,-14,0
80,2010-04-14 00:00:00.000000,22-031,POR,W (+6),1,13,25,0.52,4,6,0.667,12,12,1.0,3,6,9,8,2,1,2,0,42,39.9,6,1
