game_id,game_date,age,opponent,outcome,started,field_goals,field_goal_attempts,field_goal_pct,three_points,three_point_attempts,three_point_pct,free_throw,free_throw_attempts,free_throw_pct,offense_rebound,defense_rebound,total_rebound,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,away_game
1,2012-10-31 00:00:00.000000,24-231,PHO,W (+2),1,2,14,0.143,0,6,0.0,1,3,0.333,3,4,7,3,2,0,4,3,5,-2.6,-2,1
2,2012-11-02 00:00:00.000000,24-233,MEM,L (-10),1,10,20,0.5,6,10,0.6,0,1,0.0,1,4,5,7,1,0,4,3,26,18.2,-7,0
3,2012-11-03 00:00:00.000000,24-234,LAC,W (+4),1,6,16,0.375,2,7,0.286,9,10,0.9,0,4,4,4,3,0,5,4,23,14.2,6,1
4,2012-11-05 00:00:00.000000,24-236,SAC,L (-2),1,3,15,0.2,2,6,0.333,4,5,0.8,1,5,6,8,1,0,3,2,12,7.3,0,1
5,2012-11-07 00:00:00.000000,24-238,CLE,W (+10),1,8,14,0.571,2,6,0.333,3,3,1.0,0,5,5,6,2,0,3,3,21,17.9,7,0
6,2012-11-09 00:00:00.000000,24-240,LAL,L (-24),1,6,16,0.375,2,6,0.333,4,4,1.0,0,3,3,5,1,0,0,0,18,14.6,-19,1
7,2012-11-10 00:00:00.000000,24-241,DEN,L (-6),1,7,17,0.412,3,6,0.5,2,2,1.0,0,5,5,3,3,0,4,5,19,10.5,-5,0
8,2012-11-14 00:00:00.000000,24-245,ATL,W (+4),1,4,12,0.333,0,5,0.0,4,4,1.0,0,1,1,7,3,0,4,3,12,8.2,1,0
9,2012-11-16 00:00:00.000000,24-247,MIN,W (+8),1,7,12,0.583,0,3,0.0,3,3,1.0,2,2,4,6,1,1,3,6,17,13.9,19,1
10,2012-11-18 00:00:00.000000,24-249,OKC,L (-10),1,9,17,0.529,4,8,0.5,0,0,,1,1,2,6,0,0,3,2,22,15.1,-11,1
11,2012-11-19 00:00:00.000000,24-250,DAL,W (+4),1,9,21,0.429,3,7,0.429,10,10,1.0,0,6,6,9,2,0,4,2,31,25.2,3,1
12,2012-11-21 00:00:00.000000,24-252,BRK,W (+9),1,7,13,0.538,2,4,0.5,9,10,0.9,0,6,6,4,0,0,2,2,25,20.1,9,0
13,2012-11-23 00:00:00.000000,24-254,DEN,L (-11),1,2,5,0.4,2,2,1.0,0,0,,0,1,1,3,0,0,4,4,6,0.1,-18,1
14,2012-11-24 00:00:00.000000,24-255,MIN,W (+11),1,7,19,0.368,5,10,0.5,1,1,1.0,0,2,2,6,1,0,3,3,20,11.1,22,0
15,2012-11-29 00:00:00.000000,24-260,DEN,W (+1),1,7,17,0.412,4,7,0.571,2,2,1.0,1,3,4,10,4,0,3,4,20,18.9,2,0
16,2012-12-01 00:00:00.000000,24-262,IND,W (+11),1,7,14,0.5,3,5,0.6,3,3,1.0,0,1,1,11,2,0,4,4,20,17.4,6,0
17,2012-12-03 00:00:00.000000,24-264,ORL,L (-8),1,9,21,0.429,3,6,0.5,4,5,0.8,1,4,5,11,2,0,1,0,25,24.1,-3,0
18,2012-12-05 00:00:00.000000,24-266,DET,W (+7),1,7,15,0.467,4,6,0.667,4,4,1.0,0,3,3,10,4,0,1,2,22,24.4,10,1
19,2012-12-07 00:00:00.000000,24-268,BRK,W (+7),1,10,19,0.526,5,9,0.556,3,3,1.0,1,3,4,5,2,0,0,1,28,25.4,8,1
20,2012-12-08 00:00:00.000000,24-269,WAS,W (+4),1,7,15,0.467,2,8,0.25,6,7,0.857,1,2,3,5,0,0,4,1,22,14.3,-5,1
21,2012-12-10 00:00:00.000000,24-271,CHA,W (+8),1,10,22,0.455,4,7,0.571,3,4,0.75,1,6,7,7,1,0,3,5,27,18.6,3,1
22,2012-12-12 00:00:00.000000,24-273,MIA,W (+2),1,4,10,0.4,1,3,0.333,0,0,,0,3,3,7,2,0,6,0,9,5.4,9,1
23,2012-12-14 00:00:00.000000,24-275,ORL,L (-14),1,8,19,0.421,2,5,0.4,7,8,0.875,1,2,3,3,0,0,1,0,25,16.9,-6,1
24,2012-12-15 00:00:00.000000,24-276,ATL,W (+22),1,6,20,0.3,3,11,0.273,3,3,1.0,0,8,8,11,3,0,4,1,18,15.1,20,1
25,2012-12-18 00:00:00.000000,24-279,NOH,W (+7),1,5,13,0.385,1,3,0.333,2,2,1.0,2,3,5,3,0,0,2,2,13,7.5,3,0
26,2012-12-19 00:00:00.000000,24-280,SAC,L (-4),1,11,24,0.458,7,12,0.583,3,3,1.0,0,6,6,4,1,1,4,6,32,19.5,0,1
27,2012-12-21 00:00:00.000000,24-282,CHA,W (+15),1,9,17,0.529,8,13,0.615,1,1,1.0,0,3,3,8,0,2,2,2,27,23.8,7,0
28,2012-12-22 00:00:00.000000,24-283,LAL,L (-3),1,8,23,0.348,3,10,0.3,1,1,1.0,1,7,8,7,4,0,4,4,20,13.2,6,0
29,2012-12-26 00:00:00.000000,24-287,UTA,W (+11),1,7,18,0.389,4,7,0.571,5,6,0.833,2,6,8,7,1,1,2,0,23,20.6,12,1
30,2012-12-28 00:00:00.000000,24-289,PHI,W (+7),1,5,11,0.455,1,4,0.25,0,0,,0,5,5,6,1,0,4,3,11,6.8,7,0
31,2012-12-29 00:00:00.000000,24-290,BOS,W (+18),1,8,13,0.615,4,5,0.8,2,2,1.0,1,3,4,9,3,2,5,3,22,22.2,19,0
32,2013-01-02 00:00:00.000000,24-294,LAC,W (+21),1,11,16,0.688,6,8,0.75,3,4,0.75,1,5,6,8,2,0,4,3,31,28.4,27,0
33,2013-01-05 00:00:00.000000,24-297,LAC,L (-26),1,4,11,0.364,1,5,0.2,1,1,1.0,0,0,0,5,0,0,2,0,10,5.4,-31,1
34,2013-01-09 00:00:00.000000,24-301,MEM,L (-7),1,10,22,0.455,4,8,0.5,0,1,0.0,1,3,4,4,2,0,4,2,24,13.8,-12,0
35,2013-01-11 00:00:00.000000,24-303,POR,W (+6),1,7,22,0.318,3,8,0.375,5,5,1.0,0,3,3,12,3,1,1,1,22,21.0,-1,0
36,2013-01-13 00:00:00.000000,24-305,DEN,L (-11),1,11,18,0.611,7,9,0.778,0,0,,0,0,0,7,1,0,1,4,29,24.1,-13,1
37,2013-01-19 00:00:00.000000,24-311,NOH,W (+4),1,5,17,0.294,2,8,0.25,8,10,0.8,1,2,3,7,4,0,1,2,20,17.7,11,1
38,2013-01-21 00:00:00.000000,24-313,LAC,W (+7),1,9,14,0.643,6,8,0.75,4,4,1.0,0,3,3,6,0,0,2,4,28,23.3,7,0
39,2013-01-23 00:00:00.000000,24-315,OKC,W (+5),1,11,27,0.407,3,14,0.214,6,6,1.0,1,2,3,7,4,0,2,1,31,24.3,8,0
40,2013-01-25 00:00:00.000000,24-317,CHI,L (-16),1,7,18,0.389,3,7,0.429,4,4,1.0,0,1,1,1,0,0,2,1,21,9.8,-15,1
41,2013-01-26 00:00:00.000000,24-318,MIL,L (-7),1,8,19,0.421,5,9,0.556,5,5,1.0,2,0,2,7,1,0,2,2,26,20.4,-8,1
42,2013-01-28 00:00:00.000000,24-320,TOR,W (+12),1,7,12,0.583,1,3,0.333,2,2,1.0,1,0,1,5,1,0,2,1,17,14.2,0,1
43,2013-02-02 00:00:00.000000,24-325,PHO,W (+20),1,11,20,0.55,6,10,0.6,1,1,1.0,0,2,2,8,2,0,2,3,29,24.4,28,0
44,2013-02-05 00:00:00.000000,24-328,HOU,L (-31),1,3,12,0.25,1,5,0.2,0,0,,0,4,4,9,0,1,2,2,7,5.2,-27,1
45,2013-02-06 00:00:00.000000,24-329,OKC,L (-21),1,5,20,0.25,2,7,0.286,2,2,1.0,3,5,8,11,1,0,6,3,14,7.1,-8,1
46,2013-02-08 00:00:00.000000,24-331,MEM,L (-6),1,11,22,0.5,4,9,0.444,6,6,1.0,3,2,5,8,2,0,2,4,32,27.7,2,1
47,2013-02-09 00:00:00.000000,24-332,DAL,L (-25),1,8,23,0.348,1,3,0.333,1,1,1.0,3,4,7,4,1,0,5,2,18,6.4,-22,1
48,2013-02-12 00:00:00.000000,24-335,HOU,L (-9),1,10,19,0.526,2,5,0.4,5,6,0.833,0,5,5,6,1,0,1,4,27,21.4,-3,0
49,2013-02-19 00:00:00.000000,24-342,UTA,L (-14),1,12,22,0.545,4,9,0.444,1,1,1.0,2,3,5,4,1,0,4,3,29,19.3,-18,1
50,2013-02-20 00:00:00.000000,24-343,PHO,W (+10),1,8,16,0.5,2,6,0.333,2,2,1.0,0,3,3,11,1,0,2,1,20,19.2,16,0
51,2013-02-22 00:00:00.000000,24-345,SAS,W (+6),1,6,17,0.353,3,9,0.333,4,5,0.8,0,4,4,6,1,0,2,2,19,12.7,0,0
52,2013-02-24 00:00:00.000000,24-347,MIN,W (+1),1,6,15,0.4,1,5,0.2,5,5,1.0,1,4,5,5,5,0,6,5,18,12.3,1,1
53,2013-02-26 00:00:00.000000,24-349,IND,L (-11),1,14,20,0.7,7,10,0.7,3,4,0.75,0,2,2,4,3,1,6,3,38,29.1,-12,1
54,2013-02-27 00:00:00.000000,24-350,NYK,L (-4),1,18,28,0.643,11,13,0.846,7,7,1.0,0,6,6,7,3,0,4,3,54,46.1,-4,1
55,2013-03-01 00:00:00.000000,24-352,BOS,L (-8),1,6,22,0.273,3,11,0.273,10,10,1.0,0,1,1,6,1,0,4,2,25,12.7,7,1
56,2013-03-02 00:00:00.000000,24-353,PHI,L (-7),1,11,20,0.55,3,9,0.333,5,7,0.714,0,3,3,9,3,0,4,2,30,25.0,2,1
57,2013-03-04 00:00:00.000000,24-355,TOR,W (+7),1,8,16,0.5,2,5,0.4,8,8,1.0,2,3,5,12,0,0,6,5,26,20.7,1,0
58,2013-03-06 00:00:00.000000,24-357,SAC,W (+4),1,3,11,0.273,2,5,0.4,5,5,1.0,1,4,5,8,2,0,6,4,13,8.4,-2,0
59,2013-03-08 00:00:00.000000,24-359,HOU,L (-6),1,8,21,0.381,3,8,0.375,5,7,0.714,1,4,5,8,1,0,1,5,24,17.2,-9,0
60,2013-03-09 00:00:00.000000,24-360,MIL,L (-10),1,7,18,0.389,2,6,0.333,0,0,,1,1,2,10,0,0,4,4,16,8.6,-12,0
61,2013-03-11 00:00:00.000000,24-362,NYK,W (+29),1,9,18,0.5,6,10,0.6,2,2,1.0,1,5,6,3,1,0,2,1,26,19.9,26,0
62,2013-03-13 00:00:00.000000,24-364,DET,W (+8),1,11,17,0.647,5,7,0.714,4,4,1.0,1,1,2,8,1,0,4,0,31,27.1,15,0
63,2013-03-15 00:00:00.000000,25-001,CHI,L (-18),1,2,13,0.154,0,5,0.0,4,4,1.0,0,0,0,4,0,0,1,2,8,0.7,-32,0
64,2013-03-17 00:00:00.000000,25-003,HOU,W (+30),1,12,22,0.545,5,11,0.455,0,0,,0,5,5,11,2,1,3,1,29,26.9,22,1
65,2013-03-18 00:00:00.000000,25-004,NOH,W (+21),1,10,19,0.526,6,9,0.667,4,4,1.0,1,6,7,3,0,0,7,3,30,17.1,19,1
66,2013-03-20 00:00:00.000000,25-006,SAS,L (-11),1,8,20,0.4,4,8,0.5,4,5,0.8,1,3,4,3,2,0,3,0,24,15.5,-12,1
67,2013-03-23 00:00:00.000000,25-009,WAS,W (+9),1,13,18,0.722,6,10,0.6,3,4,0.75,0,2,2,8,2,0,3,2,35,31.6,9,0
68,2013-03-25 00:00:00.000000,25-011,LAL,W (+6),1,9,24,0.375,3,9,0.333,4,7,0.571,0,7,7,10,0,0,2,4,25,16.1,3,0
69,2013-03-27 00:00:00.000000,25-013,SAC,L (-7),1,5,18,0.278,2,9,0.222,5,6,0.833,2,3,5,12,4,0,3,3,17,16.5,1,0
70,2013-03-30 00:00:00.000000,25-016,POR,W (+27),1,14,22,0.636,7,12,0.583,4,4,1.0,2,3,5,6,1,0,3,2,39,32.9,15,0
71,2013-04-03 00:00:00.000000,25-020,NOH,W (+10),1,6,14,0.429,4,10,0.4,4,4,1.0,0,3,3,9,1,0,2,5,20,16.8,14,0
72,2013-04-05 00:00:00.000000,25-022,PHO,W (+4),1,6,15,0.4,3,8,0.375,3,3,1.0,0,1,1,15,4,0,4,5,18,18.7,14,1
73,2013-04-07 00:00:00.000000,25-024,UTA,L (-7),1,8,19,0.421,4,9,0.444,2,2,1.0,1,3,4,5,1,0,5,3,22,11.8,-5,0
74,2013-04-09 00:00:00.000000,25-026,MIN,W (+16),1,9,21,0.429,2,9,0.222,4,5,0.8,1,3,4,10,1,1,3,4,24,18.2,12,0
75,2013-04-11 00:00:00.000000,25-028,OKC,L (-19),1,9,18,0.5,3,6,0.5,1,1,1.0,0,3,3,7,2,0,4,0,22,16.8,-9,0
76,2013-04-12 00:00:00.000000,25-029,LAL,L (-2),1,17,31,0.548,9,15,0.6,4,4,1.0,3,3,6,9,3,0,1,3,47,42.2,3,1
77,2013-04-15 00:00:00.000000,25-032,SAS,W (+10),1,13,23,0.565,7,13,0.538,2,2,1.0,1,7,8,5,2,0,3,0,35,29.4,13,0
78,2013-04-17 00:00:00.000000,25-034,POR,W (+11),1,5,16,0.313,4,11,0.364,1,1,1.0,1,1,2,5,3,0,1,2,15,11.5,9,1
