game_id,game_date,age,opponent,outcome,started,field_goals,field_goal_attempts,field_goal_pct,three_points,three_point_attempts,three_point_pct,free_throw,free_throw_attempts,free_throw_pct,offense_rebound,defense_rebound,total_rebound,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,away_game
22,2015-12-06 00:00:00.000000,27-267,BRK,W (+16),1,11,17,0.647,5,9,0.556,1,4,0.25,0,5,5,2,1,0,4,2,28,18.4,10,1
23,2015-12-08 00:00:00.000000,27-269,IND,W (+8),1,11,23,0.478,3,10,0.3,4,6,0.667,0,7,7,10,3,0,4,1,29,24.2,18,1
24,2015-12-11 00:00:00.000000,27-272,BOS,W (+5),1,9,27,0.333,6,13,0.462,14,14,1.0,3,8,11,8,2,0,8,4,38,25.2,15,1
25,2015-12-12 00:00:00.000000,27-273,MIL,L (-13),1,10,22,0.455,2,9,0.222,6,7,0.857,2,5,7,5,1,0,2,2,28,20.8,0,1
26,2015-12-16 00:00:00.000000,27-277,PHO,W (+25),1,10,14,0.714,2,5,0.4,3,5,0.6,0,2,2,7,1,0,3,4,25,20.3,37,0
27,2015-12-18 00:00:00.000000,27-279,MIL,W (+9),1,7,14,0.5,2,6,0.333,10,11,0.909,2,8,10,9,2,0,6,2,26,23.9,13,0
28,2015-12-23 00:00:00.000000,27-284,UTA,W (+18),1,5,14,0.357,2,8,0.25,4,4,1.0,1,4,5,9,3,0,3,2,16,15.6,21,0
29,2015-12-25 00:00:00.000000,27-286,CLE,W (+6),1,6,15,0.4,1,4,0.25,6,6,1.0,1,6,7,7,2,0,3,3,19,16.1,15,0
30,2015-12-28 00:00:00.000000,27-289,SAC,W (+19),1,7,16,0.438,6,13,0.462,3,4,0.75,0,14,14,10,2,0,2,3,23,24.2,24,0
31,2016-01-02 00:00:00.000000,27-294,DEN,W (+3),1,2,6,0.333,1,5,0.2,0,0,,0,1,1,4,2,0,2,1,5,4.3,12,0
32,2016-01-04 00:00:00.000000,27-296,CHO,W (+10),1,12,21,0.571,5,10,0.5,1,1,1.0,0,3,3,4,2,0,2,4,30,22.2,1,0
33,2016-01-05 00:00:00.000000,27-297,LAL,W (+21),1,6,13,0.462,4,8,0.5,1,1,1.0,1,0,1,6,3,0,3,2,17,14.4,28,1
34,2016-01-08 00:00:00.000000,27-300,POR,W (+20),1,8,18,0.444,4,11,0.364,6,6,1.0,0,3,3,9,1,0,1,2,26,23.0,22,1
35,2016-01-09 00:00:00.000000,27-301,SAC,W (+12),1,12,21,0.571,8,14,0.571,6,7,0.857,1,5,6,11,1,1,4,3,38,34.1,16,1
36,2016-01-11 00:00:00.000000,27-303,MIA,W (+8),1,11,27,0.407,4,11,0.364,5,6,0.833,0,2,2,6,1,0,1,2,31,20.1,-3,0
37,2016-01-13 00:00:00.000000,27-305,DEN,L (-2),1,13,25,0.52,5,12,0.417,7,7,1.0,2,3,5,9,3,1,8,1,38,29.6,-4,1
38,2016-01-14 00:00:00.000000,27-306,LAL,W (+18),1,9,18,0.5,8,16,0.5,0,0,,2,4,6,3,1,0,3,3,26,18.5,14,0
39,2016-01-16 00:00:00.000000,27-308,DET,L (-18),1,13,26,0.5,7,15,0.467,5,6,0.833,1,6,7,5,2,0,2,1,38,30.2,2,1
40,2016-01-18 00:00:00.000000,27-310,CLE,W (+34),1,12,18,0.667,7,12,0.583,4,4,1.0,2,3,5,4,3,0,1,3,35,33.1,34,1
41,2016-01-20 00:00:00.000000,27-312,CHI,W (+31),1,8,18,0.444,3,9,0.333,6,6,1.0,1,6,7,11,2,1,2,2,25,25.7,36,1
42,2016-01-22 00:00:00.000000,27-314,IND,W (+12),1,11,19,0.579,8,15,0.533,9,9,1.0,2,8,10,12,1,0,2,1,39,40.9,22,0
43,2016-01-25 00:00:00.000000,27-317,SAS,W (+30),1,12,20,0.6,6,9,0.667,7,7,1.0,1,1,2,3,5,0,1,0,37,34.9,23,0
44,2016-01-27 00:00:00.000000,27-319,DAL,W (+20),1,4,11,0.364,3,7,0.429,3,3,1.0,1,1,2,9,3,1,0,2,14,18.1,26,0
45,2016-01-30 00:00:00.000000,27-322,PHI,W (+3),1,9,19,0.474,5,11,0.455,0,0,,2,3,5,6,1,2,8,3,23,13.0,8,1
46,2016-01-31 00:00:00.000000,27-323,NYK,W (+21),1,5,17,0.294,3,11,0.273,0,0,,0,4,4,4,3,0,3,1,13,6.7,10,1
47,2016-02-03 00:00:00.000000,27-326,WAS,W (+13),1,19,28,0.679,11,15,0.733,2,3,0.667,1,6,7,2,3,0,7,3,51,37.3,20,1
48,2016-02-06 00:00:00.000000,27-329,OKC,W (+8),1,10,26,0.385,1,9,0.111,5,5,1.0,1,5,6,10,3,0,3,2,26,20.2,3,0
49,2016-02-09 00:00:00.000000,27-332,HOU,W (+13),1,12,24,0.5,7,16,0.438,4,4,1.0,1,4,5,9,1,0,1,2,35,30.4,3,0
50,2016-02-10 00:00:00.000000,27-333,PHO,W (+8),1,9,17,0.529,5,10,0.5,3,4,0.75,5,4,9,9,1,1,2,1,26,27.6,12,1
51,2016-02-19 00:00:00.000000,27-342,POR,L (-32),1,12,23,0.522,7,13,0.538,0,0,,2,1,3,5,2,0,3,4,31,22.3,-18,1
52,2016-02-20 00:00:00.000000,27-343,LAC,W (+3),1,5,15,0.333,3,8,0.375,10,12,0.833,0,3,3,9,3,0,3,2,23,20.1,4,1
53,2016-02-22 00:00:00.000000,27-345,ATL,W (+10),1,14,22,0.636,5,11,0.455,3,3,1.0,1,5,6,8,3,0,2,2,36,34.2,13,1
54,2016-02-24 00:00:00.000000,27-347,MIA,W (+6),1,14,29,0.483,6,12,0.5,8,8,1.0,3,4,7,7,1,1,7,0,42,30.2,7,1
55,2016-02-25 00:00:00.000000,27-348,ORL,W (+16),1,20,27,0.741,10,15,0.667,1,1,1.0,0,7,7,8,0,1,5,1,51,43.1,11,1
56,2016-02-27 00:00:00.000000,27-350,OKC,W (+3),1,14,24,0.583,12,16,0.75,6,8,0.75,0,3,3,6,2,0,3,1,46,37.7,6,1
57,2016-03-03 00:00:00.000000,27-355,OKC,W (+15),1,12,25,0.48,5,15,0.333,4,5,0.8,1,3,4,4,1,1,1,2,33,24.2,6,0
58,2016-03-06 00:00:00.000000,27-358,LAL,L (-17),1,6,20,0.3,1,10,0.1,5,5,1.0,1,5,6,4,1,0,4,2,18,7.6,-8,1
59,2016-03-07 00:00:00.000000,27-359,ORL,W (+6),1,14,24,0.583,7,13,0.538,6,6,1.0,1,12,13,3,4,0,5,3,41,34.0,21,0
60,2016-03-09 00:00:00.000000,27-361,UTA,W (+21),1,4,12,0.333,3,9,0.333,1,2,0.5,0,3,3,10,3,0,3,2,12,11.9,12,0
61,2016-03-11 00:00:00.000000,27-363,POR,W (+16),1,13,23,0.565,7,14,0.5,1,2,0.5,0,3,3,4,2,0,3,2,34,24.6,14,0
62,2016-03-12 00:00:00.000000,27-364,PHO,W (+7),1,12,24,0.5,7,16,0.438,4,4,1.0,1,2,3,6,0,0,1,4,35,25.9,19,0
63,2016-03-14 00:00:00.000000,28-000,NOP,W (+18),1,10,16,0.625,4,9,0.444,3,4,0.75,1,4,5,5,2,0,1,1,27,25.4,27,0
64,2016-03-16 00:00:00.000000,28-002,NYK,W (+36),1,12,20,0.6,8,13,0.615,2,2,1.0,0,6,6,4,0,0,2,2,34,26.6,31,0
65,2016-03-18 00:00:00.000000,28-004,DAL,W (+18),1,12,26,0.462,6,12,0.5,1,1,1.0,1,8,9,10,2,0,1,2,31,27.9,8,1
66,2016-03-19 00:00:00.000000,28-005,SAS,L (-8),1,4,18,0.222,1,12,0.083,5,5,1.0,2,4,6,6,2,0,2,0,14,9.8,-10,1
67,2016-03-21 00:00:00.000000,28-007,MIN,W (+5),1,6,17,0.353,2,9,0.222,5,6,0.833,3,4,7,11,3,1,5,4,19,17.2,0,1
68,2016-03-23 00:00:00.000000,28-009,LAC,W (+16),1,12,23,0.522,4,10,0.4,5,6,0.833,0,4,4,5,3,0,1,3,33,26.8,4,0
69,2016-03-25 00:00:00.000000,28-011,DAL,W (+8),1,9,18,0.5,5,12,0.417,10,11,0.909,0,8,8,8,4,0,3,0,33,32.6,15,0
70,2016-03-27 00:00:00.000000,28-013,PHI,W (+12),1,7,16,0.438,2,9,0.222,4,5,0.8,0,3,3,8,4,0,4,0,20,17.7,4,0
71,2016-03-29 00:00:00.000000,28-015,WAS,W (+8),1,9,20,0.45,6,8,0.75,2,2,1.0,0,7,7,7,5,0,5,3,26,21.4,15,0
72,2016-03-30 00:00:00.000000,28-016,UTA,W (+7),1,11,23,0.478,5,10,0.5,4,5,0.8,2,5,7,4,2,0,5,4,31,20.0,6,1
73,2016-04-01 00:00:00.000000,28-018,BOS,L (-3),1,9,19,0.474,8,14,0.571,3,3,1.0,0,5,5,6,1,0,9,2,29,16.2,-1,0
74,2016-04-03 00:00:00.000000,28-020,POR,W (+25),1,13,21,0.619,9,13,0.692,4,4,1.0,2,4,6,7,2,1,4,2,39,34.9,16,0
75,2016-04-05 00:00:00.000000,28-022,MIN,L (-7),1,7,25,0.28,4,14,0.286,3,3,1.0,2,4,6,15,3,0,3,4,21,17.8,3,0
76,2016-04-07 00:00:00.000000,28-024,SAS,W (+11),1,11,19,0.579,3,7,0.429,2,2,1.0,0,5,5,9,2,0,3,2,27,24.1,14,0
77,2016-04-09 00:00:00.000000,28-026,MEM,W (+1),1,7,22,0.318,3,14,0.214,0,0,,0,9,9,8,1,0,2,1,17,11.3,10,1
78,2016-04-10 00:00:00.000000,28-027,SAS,W (+6),1,13,22,0.591,4,9,0.444,7,7,1.0,0,5,5,5,2,0,4,4,37,28.2,7,1
79,2016-04-13 00:00:00.000000,28-030,MEM,W (+21),1,15,24,0.625,10,19,0.526,6,6,1.0,1,3,4,6,2,0,2,2,46,40.2,19,0
