game_id,game_date,age,opponent,outcome,started,field_goals,field_goal_attempts,field_goal_pct,three_points,three_point_attempts,three_point_pct,free_throw,free_throw_attempts,free_throw_pct,offense_rebound,defense_rebound,total_rebound,assists,steals,blocks,turnovers,personal_fouls,points,game_score,plus_minus,away_game
12,2013-11-26 00:00:00.000000,25-257,NOP,W (+1),1,7,20,0.35,2,5,0.4,0,0,,1,7,8,9,3,1,2,2,16,14.8,-2,1
13,2013-11-27 00:00:00.000000,25-258,DAL,L (-4),1,9,19,0.474,6,10,0.6,5,5,1.0,0,4,4,8,1,0,6,3,29,19.9,-3,1
14,2013-11-29 00:00:00.000000,25-260,OKC,L (-1),1,13,26,0.5,4,10,0.4,2,3,0.667,2,9,11,5,0,0,3,4,32,21.6,4,1
15,2013-12-01 00:00:00.000000,25-262,SAC,W (+2),1,14,24,0.583,5,8,0.625,3,3,1.0,0,2,2,10,3,1,7,1,36,28.7,1,1
16,2013-12-03 00:00:00.000000,25-264,TOR,W (+9),1,8,15,0.533,3,7,0.429,8,10,0.8,0,3,3,10,5,1,3,1,27,29.1,16,0
17,2013-12-06 00:00:00.000000,25-267,HOU,L (-22),1,5,14,0.357,1,5,0.2,11,11,1.0,0,1,1,5,3,0,8,4,22,11.4,-12,1
18,2013-12-07 00:00:00.000000,25-268,MEM,W (+26),1,7,16,0.438,2,7,0.286,6,7,0.857,1,5,6,15,0,1,1,4,22,24.0,21,1
19,2013-12-09 00:00:00.000000,25-270,CHA,L (-4),1,14,32,0.438,5,16,0.313,10,12,0.833,1,5,6,9,0,2,4,4,43,29.7,3,1
20,2013-12-11 00:00:00.000000,25-272,DAL,W (+2),1,13,25,0.52,6,11,0.545,1,1,1.0,0,4,4,10,3,0,8,3,33,22.7,5,0
21,2013-12-13 00:00:00.000000,25-274,HOU,L (-4),1,5,12,0.417,1,5,0.2,9,11,0.818,0,2,2,9,0,0,6,6,20,11.3,-18,0
22,2013-12-15 00:00:00.000000,25-276,PHO,L (-4),1,8,17,0.471,4,7,0.571,10,11,0.909,0,6,6,7,3,0,6,2,30,23.8,-4,1
23,2013-12-17 00:00:00.000000,25-278,NOP,W (+11),1,11,19,0.579,2,7,0.286,4,4,1.0,1,3,4,11,3,0,3,3,28,27.2,22,0
24,2013-12-19 00:00:00.000000,25-280,SAS,L (-2),1,12,28,0.429,6,16,0.375,0,0,,0,2,2,15,4,0,5,1,30,24.9,-5,0
25,2013-12-21 00:00:00.000000,25-282,LAL,W (+19),1,5,15,0.333,4,9,0.444,4,4,1.0,1,5,6,10,3,0,1,2,18,19.9,26,0
26,2013-12-23 00:00:00.000000,25-284,DEN,W (+8),1,5,14,0.357,2,3,0.667,2,4,0.5,0,3,3,7,2,1,2,4,14,10.3,8,1
27,2013-12-25 00:00:00.000000,25-286,LAC,W (+2),1,5,17,0.294,2,6,0.333,3,3,1.0,1,5,6,11,1,0,2,1,15,13.6,8,0
28,2013-12-27 00:00:00.000000,25-288,PHO,W (+29),1,5,17,0.294,1,6,0.167,3,5,0.6,3,10,13,16,1,0,7,3,14,12.4,27,0
29,2013-12-29 00:00:00.000000,25-290,CLE,W (+4),1,10,23,0.435,5,10,0.5,4,5,0.8,0,9,9,11,2,1,5,3,29,23.4,2,1
30,2013-12-31 00:00:00.000000,25-292,ORL,W (+13),1,4,10,0.4,1,5,0.2,0,0,,0,5,5,8,0,0,6,1,9,4.3,21,1
31,2014-01-02 00:00:00.000000,25-294,MIA,W (+9),1,13,22,0.591,8,15,0.533,2,3,0.667,0,2,2,12,2,0,4,4,36,30.8,16,1
32,2014-01-03 00:00:00.000000,25-295,ATL,W (+1),1,7,15,0.467,1,7,0.143,7,8,0.875,0,8,8,9,5,0,9,5,22,16.6,12,1
33,2014-01-05 00:00:00.000000,25-297,WAS,W (+16),1,5,17,0.294,1,5,0.2,3,3,1.0,1,2,3,10,1,1,2,5,14,10.1,35,1
34,2014-01-07 00:00:00.000000,25-299,MIL,W (+21),1,5,18,0.278,2,11,0.182,3,4,0.75,0,0,0,6,1,0,7,2,15,1.4,9,1
35,2014-01-08 00:00:00.000000,25-300,BRK,L (-4),1,11,25,0.44,2,10,0.2,10,10,1.0,0,5,5,7,3,0,7,5,34,21.3,-1,1
36,2014-01-10 00:00:00.000000,25-302,BOS,W (+2),1,7,18,0.389,3,8,0.375,2,3,0.667,1,6,7,4,1,0,4,1,19,10.7,5,0
37,2014-01-15 00:00:00.000000,25-307,DEN,L (-7),1,7,19,0.368,4,13,0.308,6,7,0.857,0,5,5,7,0,0,2,4,24,15.9,4,0
38,2014-01-17 00:00:00.000000,25-309,OKC,L (-6),1,11,18,0.611,6,10,0.6,9,11,0.818,2,1,3,11,3,0,7,2,37,32.6,-10,1
39,2014-01-18 00:00:00.000000,25-310,NOP,W (+10),1,10,22,0.455,2,9,0.222,6,6,1.0,1,5,6,8,4,0,0,2,28,27.6,15,1
40,2014-01-20 00:00:00.000000,25-312,IND,L (-8),1,9,20,0.45,3,11,0.273,3,4,0.75,0,3,3,9,0,0,2,2,24,17.6,-4,0
41,2014-01-24 00:00:00.000000,25-316,MIN,L (-1),1,12,21,0.571,6,10,0.6,3,3,1.0,1,2,3,15,1,0,5,3,33,29.7,-3,0
42,2014-01-26 00:00:00.000000,25-318,POR,W (+15),1,13,23,0.565,5,8,0.625,7,10,0.7,1,6,7,8,2,0,2,1,38,33.6,12,0
43,2014-01-28 00:00:00.000000,25-320,WAS,L (-3),1,8,23,0.348,2,7,0.286,5,6,0.833,0,2,2,4,4,0,6,5,23,9.1,-9,0
44,2014-01-30 00:00:00.000000,25-322,LAC,W (+19),1,8,10,0.8,4,4,1.0,2,2,1.0,0,4,4,7,1,1,3,3,22,21.8,23,0
45,2014-01-31 00:00:00.000000,25-323,UTA,W (+5),1,14,26,0.538,8,13,0.615,8,9,0.889,0,2,2,4,0,0,2,0,44,32.4,15,1
46,2014-02-04 00:00:00.000000,25-327,CHA,L (-16),1,8,18,0.444,1,7,0.143,0,0,,1,2,3,11,0,0,2,2,17,13.8,-18,0
47,2014-02-06 00:00:00.000000,25-329,CHI,W (+15),1,13,19,0.684,4,6,0.667,4,4,1.0,0,3,3,9,1,0,2,3,34,30.9,12,0
48,2014-02-08 00:00:00.000000,25-331,PHO,L (-13),1,10,20,0.5,3,10,0.3,5,6,0.833,1,1,2,9,0,0,2,2,28,22.1,-15,1
49,2014-02-10 00:00:00.000000,25-333,PHI,W (+43),1,7,11,0.636,6,9,0.667,3,3,1.0,2,3,5,8,1,0,7,3,23,18.8,34,0
50,2014-02-12 00:00:00.000000,25-335,MIA,L (-1),1,8,14,0.571,4,4,1.0,9,9,1.0,1,4,5,7,1,0,5,3,29,24.0,4,0
51,2014-02-19 00:00:00.000000,25-342,SAC,W (+9),1,5,14,0.357,1,4,0.25,2,3,0.667,0,1,1,8,1,0,0,2,13,10.9,12,1
52,2014-02-20 00:00:00.000000,25-343,HOU,W (+3),1,8,15,0.533,5,8,0.625,4,4,1.0,0,2,2,6,2,0,2,5,25,20.5,13,0
53,2014-02-22 00:00:00.000000,25-345,BRK,W (+7),1,7,13,0.538,3,4,0.75,0,0,,0,5,5,8,2,0,2,2,17,17.0,12,0
54,2014-02-24 00:00:00.000000,25-347,DET,W (+8),1,6,15,0.4,3,9,0.333,4,5,0.8,3,5,8,9,0,0,4,0,19,16.4,-2,1
55,2014-02-26 00:00:00.000000,25-349,CHI,L (-20),1,2,10,0.2,1,5,0.2,0,0,,0,3,3,5,0,0,5,0,5,-1.8,-12,1
56,2014-02-28 00:00:00.000000,25-351,NYK,W (+23),1,9,19,0.474,5,11,0.455,4,4,1.0,2,9,11,11,0,1,4,2,27,25.0,19,1
57,2014-03-02 00:00:00.000000,25-353,TOR,L (-6),1,13,27,0.481,4,11,0.364,4,6,0.667,1,3,4,7,1,0,6,3,34,19.8,-1,1
58,2014-03-04 00:00:00.000000,25-355,IND,W (+2),1,7,18,0.389,2,5,0.4,3,3,1.0,1,7,8,6,2,0,4,5,19,12.2,-7,1
59,2014-03-05 00:00:00.000000,25-356,BOS,W (+20),1,6,10,0.6,1,4,0.25,1,1,1.0,0,3,3,4,1,0,0,3,14,12.9,28,1
60,2014-03-07 00:00:00.000000,25-358,ATL,W (+14),1,5,10,0.5,1,4,0.25,2,2,1.0,0,3,3,7,1,0,0,1,13,14.4,10,0
61,2014-03-09 00:00:00.000000,25-360,PHO,W (+6),1,7,16,0.438,1,5,0.2,3,3,1.0,0,2,2,9,0,0,1,1,18,15.1,11,0
62,2014-03-11 00:00:00.000000,25-362,DAL,W (+23),1,4,12,0.333,1,5,0.2,1,1,1.0,0,2,2,4,3,0,3,1,10,6.2,-3,0
63,2014-03-12 00:00:00.000000,25-363,LAC,L (-13),1,5,11,0.455,2,5,0.4,1,1,1.0,1,4,5,11,1,0,4,3,13,12.7,2,1
64,2014-03-14 00:00:00.000000,26-000,CLE,L (-9),1,8,17,0.471,5,10,0.5,6,7,0.857,0,4,4,8,3,0,4,1,27,23.3,3,0
65,2014-03-16 00:00:00.000000,26-002,POR,W (+1),1,11,24,0.458,6,12,0.5,9,9,1.0,0,4,4,5,1,0,5,4,37,23.7,-5,1
66,2014-03-18 00:00:00.000000,26-004,ORL,W (+14),1,9,13,0.692,3,6,0.5,2,2,1.0,1,2,3,5,0,0,3,1,23,18.9,21,0
67,2014-03-20 00:00:00.000000,26-006,MIL,W (+5),1,9,14,0.643,3,5,0.6,10,10,1.0,1,2,3,10,1,0,4,2,31,29.3,13,0
68,2014-03-22 00:00:00.000000,26-008,SAS,L (-9),1,5,13,0.385,1,4,0.25,9,9,1.0,0,6,6,6,1,0,6,0,20,13.9,-7,0
69,2014-03-28 00:00:00.000000,26-014,MEM,W (+7),1,13,22,0.591,5,8,0.625,2,3,0.667,1,4,5,8,1,2,3,1,33,28.9,9,0
70,2014-03-30 00:00:00.000000,26-016,NYK,L (-5),1,10,21,0.476,6,12,0.5,6,8,0.75,1,3,4,1,1,0,2,2,32,21.0,5,0
71,2014-04-01 00:00:00.000000,26-018,DAL,W (+2),1,10,17,0.588,3,8,0.375,0,0,,1,2,3,10,2,0,1,2,23,23.6,8,1
72,2014-04-02 00:00:00.000000,26-019,SAS,L (-21),1,5,15,0.333,1,4,0.25,0,0,,0,0,0,10,1,0,4,2,11,5.7,-19,1
73,2014-04-04 00:00:00.000000,26-021,SAC,W (+33),1,5,12,0.417,2,5,0.4,1,1,1.0,1,1,2,5,1,0,1,2,13,10.3,28,0
74,2014-04-06 00:00:00.000000,26-023,UTA,W (+28),1,12,18,0.667,5,10,0.5,2,2,1.0,0,1,1,16,3,0,5,2,31,31.9,31,0
75,2014-04-10 00:00:00.000000,26-027,DEN,L (-1),1,8,19,0.421,2,7,0.286,6,6,1.0,0,7,7,6,4,0,2,1,24,21.8,-3,0
76,2014-04-11 00:00:00.000000,26-028,LAL,W (+17),1,12,20,0.6,4,5,0.8,2,2,1.0,0,10,10,12,2,0,6,3,30,27.0,13,1
77,2014-04-13 00:00:00.000000,26-030,POR,L (-2),1,16,29,0.552,7,14,0.5,8,8,1.0,1,0,1,5,4,0,4,3,47,36.1,6,1
78,2014-04-14 00:00:00.000000,26-031,MIN,W (+10),1,10,21,0.476,7,13,0.538,5,5,1.0,1,4,5,15,3,0,5,4,32,30.1,10,0
